#Table S10- Log2 ratio (Gal versus Glu) of all genes on the b-FLEX at 20generations of growth.		
Probe ID	Log2 Ratio (20Gen)	gene
YDR210W::BFLEX	0.77	YDR210W
YKL211C::BFLEX	0.773	TRP3
YMR265C::BFLEX	0.773	YMR265C
YOR152C::BFLEX	0.773	YOR152C
YNL182C::BFLEX	0.775	IPI3
YLR008C::BFLEX	0.775	PAM18
YER092W::BFLEX	0.776	IES5
YOR300W::BFLEX	0.777	YOR300W
YDL045W-A::BFLEX	0.778	MRP10
YOL164W-A::BFLEX	0.778	
YOR345C::BFLEX	0.779	YOR345C
YGL258W-A::BFLEX	0.779	
YKL086W::BFLEX	0.78	SRX1
YHR148W::BFLEX	0.781	IMP3
YPR002C-A::BFLEX	0.781	
YPL102C::BFLEX	0.785	YPL102C
YOR185C::BFLEX	0.786	GSP2
YOR355W::BFLEX	0.79	GDS1
YNL253W::BFLEX	0.792	TEX1
YBR061C::BFLEX	0.794	TRM7
YPR051W::BFLEX	0.796	MAK3
YPL276W::BFLEX	0.8	
YGR248W::BFLEX	0.802	SOL4
YDR438W::BFLEX	0.802	YDR438W
YGR130C::BFLEX	0.802	YGR130C
YJR056C::BFLEX	0.802	YJR056C
YPR013C::BFLEX	0.804	YPR013C
YDR504C::BFLEX	0.805	SPG3
YLR208W::BFLEX	0.806	SEC13
YIL175W::BFLEX	0.807	
YNR022C::BFLEX	0.808	MRPL50
YJL079C::BFLEX	0.808	PRY1
YJR130C::BFLEX	0.811	STR2
YDL160C-A::BFLEX	0.811	
YFL060C::BFLEX	0.812	SNO3
YHR180W::BFLEX	0.813	YHR180W
YPR003C::BFLEX	0.814	YPR003C
YGR082W::BFLEX	0.816	TOM20
YOL088C::BFLEX	0.818	MPD2
YOR321W::BFLEX	0.818	PMT3
YMR114C::BFLEX	0.819	YMR114C
YKL069W::BFLEX	0.822	YKL069W
YDR021W::BFLEX	0.823	FAL1
YDR525W-A::BFLEX	0.823	SNA2
YHR215W::BFLEX	0.823	
YOR078W::BFLEX	0.825	BUD21
YGL048C::BFLEX	0.826	RPT6
YJR055W::BFLEX	0.827	HIT1
YNL078W::BFLEX	0.828	NIS1
YER148W::BFLEX	0.829	SPT15
YEL047C::BFLEX	0.829	YEL047C
YBL048W::BFLEX	0.832	YBL048W
YJR015W::BFLEX	0.832	YJR015W
YPL150W::BFLEX	0.833	YPL150W
YGL242C::BFLEX	0.835	YGL242C
YMR130W::BFLEX	0.835	YMR130W
YBR026C::BFLEX	0.837	ETR1
YIL160C::BFLEX	0.837	POT1
YGR011W::BFLEX	0.837	YGR011W
YOR131C::BFLEX	0.839	YOR131C
YLR397C::BFLEX	0.84	AFG2
YGR008C::BFLEX	0.84	STF2
YNL217W::BFLEX	0.841	YNL217W
YAL049C::BFLEX	0.842	YAL049C
YPR118W::BFLEX	0.844	YPR118W
YDR254W::BFLEX	0.845	CHL4
YMR256C::BFLEX	0.849	COX7
YFR051C::BFLEX	0.851	RET2
YLR164W::BFLEX	0.851	YLR164W
YBL089W::BFLEX	0.852	AVT5
YMR018W::BFLEX	0.852	YMR018W
YJL006C::BFLEX	0.853	CTK2
YKL169C::BFLEX	0.853	YKL169C
YHR205W::BFLEX	0.853	
YKR073C::BFLEX	0.854	YKR073C
YBR055C::BFLEX	0.855	PRP6
YDR352W::BFLEX	0.855	YDR352W
YBR029C::BFLEX	0.856	CDS1
YCR020W-B::BFLEX	0.856	HTL1
YGL045W::BFLEX	0.856	RIM8
YLR265C::BFLEX	0.858	NEJ1
Q0275::BFLEX	0.858	
YPL038W::BFLEX	0.859	MET31
YDR140W::BFLEX	0.86	MTQ2
YLR154C::BFLEX	0.86	RNH203
YGL164C::BFLEX	0.861	YRB30
YOR292C::BFLEX	0.865	YOR292C
YGR072W::BFLEX	0.871	UPF3
YLR452C::BFLEX	0.873	SST2
YBL092W::BFLEX	0.874	RPL32
YML030W::BFLEX	0.876	YML030W
YGL004C::BFLEX	0.881	RPN14
YHR214C-E::BFLEX	0.882	
YOR196C::BFLEX	0.883	LIP5
YBL090W::BFLEX	0.883	MRP21
YNL326C::BFLEX	0.883	PFA3
YGR176W::BFLEX	0.884	YGR176W
YBL039C::BFLEX	0.885	URA7
YBR184W::BFLEX	0.888	YBR184W
YCL065W::BFLEX	0.89	
YOR383C::BFLEX	0.891	FIT3
YGR079W::BFLEX	0.892	YGR079W
YEL026W::BFLEX	0.894	SNU13
YOL118C::BFLEX	0.894	YOL118C
YKL160W::BFLEX	0.895	ELF1
YLR405W::BFLEX	0.899	DUS4
YDL207W::BFLEX	0.899	GLE1
YDR484W::BFLEX	0.899	VPS52
YOL115W::BFLEX	0.902	PAP2
YNL165W::BFLEX	0.902	YNL165W
YNL324W::BFLEX	0.902	YNL324W
YDR138W::BFLEX	0.903	HPR1
YGL037C::BFLEX	0.903	PNC1
YJL104W::BFLEX	0.904	PAM16
YPL215W::BFLEX	0.905	CBP3
YHL022C::BFLEX	0.905	SPO11
YBR231C::BFLEX	0.906	SWC5
YOR314W::BFLEX	0.909	YOR314W
YIR038C::BFLEX	0.91	GTT1
YHR166C::BFLEX	0.912	CDC23
YNR050C::BFLEX	0.914	LYS9
YPR084W::BFLEX	0.915	YPR084W
YER066W::BFLEX	0.916	YER066W
YER035W::BFLEX	0.917	EDC2
YDR133C::BFLEX	0.919	YDR133C
YDR411C::BFLEX	0.921	DFM1
YNL313C::BFLEX	0.928	YNL313C
YJL148W::BFLEX	0.93	RPA34
YNR028W::BFLEX	0.931	CPR8
YPR199C::BFLEX	0.932	ARR1
YPL114W::BFLEX	0.933	YPL114W
YLR154W-C::BFLEX	0.933	
YGR288W::BFLEX	0.935	MAL13
YKR087C::BFLEX	0.936	OMA1
YPL181W::BFLEX	0.937	CTI6
YGR045C::BFLEX	0.937	YGR045C
YJR072C::BFLEX	0.939	NPA3
YJL154C::BFLEX	0.94	VPS35
YKR078W::BFLEX	0.941	YKR078W
YOR103C::BFLEX	0.942	OST2
YJL055W::BFLEX	0.942	YJL055W
YDR067C::BFLEX	0.947	OCA6
YMR173W::BFLEX	0.948	DDR48
YBR099C::BFLEX	0.951	YBR099C
YER078W-A::BFLEX	0.952	
YLR006C::BFLEX	0.955	SSK1
YNL084C::BFLEX	0.956	END3
YDL092W::BFLEX	0.956	SRP14
YFR057W::BFLEX	0.956	YFR057W
YMR292W::BFLEX	0.959	GOT1
YCR007C::BFLEX	0.96	YCR007C
YAR031W::BFLEX	0.962	PRM9
YLR119W::BFLEX	0.962	SRN2
YDL181W::BFLEX	0.965	INH1
YGR225W::BFLEX	0.968	AMA1
YGR173W::BFLEX	0.971	RBG2
YOR104W::BFLEX	0.973	PIN2
YGR272C::BFLEX	0.976	YGR272C
YOR331C::BFLEX	0.978	YOR331C
YJL176C::BFLEX	0.98	SWI3
YLR009W::BFLEX	0.984	RLP24
YOL024W::BFLEX	0.984	YOL024W
YAL020C::BFLEX	0.986	ATS1
YNL011C::BFLEX	0.989	YNL011C
YML073C::BFLEX	0.996	RPL6A
YLR005W::BFLEX	0.996	SSL1
YPR027C::BFLEX	0.997	YPR027C
YKL055C::BFLEX	0.998	OAR1
YAR003W::BFLEX	0.998	SWD1
YGL196W::BFLEX	0.999	YGL196W
YPL249C::BFLEX	1.002	GYP5
YOR382W::BFLEX	1.003	FIT2
YCR043C::BFLEX	1.006	YCR043C
YDR018C::BFLEX	1.008	YDR018C
YDR446W::BFLEX	1.01	ECM11
YGL021W::BFLEX	1.013	ALK1
YNL051W::BFLEX	1.015	COG5
YLL042C::BFLEX	1.016	ATG10
YGL246C::BFLEX	1.017	RAI1
YAL061W::BFLEX	1.017	YAL061W
YBL071C-B::BFLEX	1.018	
YER078C::BFLEX	1.021	YER078C
YML082W::BFLEX	1.023	YML082W
YDR532C::BFLEX	1.027	YDR532C
YHR138C::BFLEX	1.027	YHR138C
YFR018C::BFLEX	1.03	YFR018C
YNL050C::BFLEX	1.031	YNL050C
YOR293W::BFLEX	1.033	RPS10A
YLR031W::BFLEX	1.033	YLR031W
YER011W::BFLEX	1.036	TIR1
YBR145W::BFLEX	1.041	ADH5
YDL191W::BFLEX	1.041	RPL35A
YDR498C::BFLEX	1.042	SEC20
YNR005C::BFLEX	1.043	YNR005C
YNL310C::BFLEX	1.044	ZIM17
YBL086C::BFLEX	1.046	YBL086C
YDL197C::BFLEX	1.05	ASF2
YHR003C::BFLEX	1.053	YHR003C
YDR289C::BFLEX	1.06	RTT103
YKL087C::BFLEX	1.065	CYT2
YNL147W::BFLEX	1.065	LSM7
YMR141C::BFLEX	1.066	YMR141C
YLR285C-A::BFLEX	1.067	
YNR052C::BFLEX	1.069	POP2
YEL024W::BFLEX	1.069	RIP1
YJL047C-A::BFLEX	1.075	
YMR028W::BFLEX	1.078	TAP42
YBR255C-A::BFLEX	1.081	
YML081C-A::BFLEX	1.082	ATP18
YNL332W::BFLEX	1.086	THI12
YCL035C::BFLEX	1.088	GRX1
YML100W-A::BFLEX	1.09	YML100W-A
YMR001C-A::BFLEX	1.091	
YFR024C-A::BFLEX	1.103	LSB3
YDR259C::BFLEX	1.103	YAP6
YGL127C::BFLEX	1.112	SOH1
YDR244W::BFLEX	1.113	PEX5
YKL070W::BFLEX	1.113	YKL070W
YPR146C::BFLEX	1.113	YPR146C
YJR126C::BFLEX	1.115	VPS70
YHR152W::BFLEX	1.116	SPO12
YPL201C::BFLEX	1.116	YIG1
YOR181W::BFLEX	1.123	LAS17
YOR362C::BFLEX	1.124	PRE10
YKL144C::BFLEX	1.124	RPC25
YGR015C::BFLEX	1.14	YGR015C
YHR214C-D::BFLEX	1.141	
YJL214W::BFLEX	1.143	HXT8
YCR041W::BFLEX	1.143	
YJR073C::BFLEX	1.147	OPI3
YGL068W::BFLEX	1.151	MNP1
YJR097W::BFLEX	1.162	JJJ3
YDR320C-A::BFLEX	1.163	DAD4
YFL045C::BFLEX	1.173	SEC53
YCR024C-A::BFLEX	1.175	PMP1
YHR088W::BFLEX	1.176	RPF1
YLR218C::BFLEX	1.186	YLR218C
YNL195C::BFLEX	1.187	YNL195C
YPR171W::BFLEX	1.189	BSP1
YKL058W::BFLEX	1.191	TOA2
YOR349W::BFLEX	1.192	CIN1
YAR035C-A::BFLEX	1.201	
YLR018C::BFLEX	1.207	POM34
YNL129W::BFLEX	1.21	NRK1
YBR284W::BFLEX	1.218	YBR284W
YOR068C::BFLEX	1.219	VAM10
YPR025C::BFLEX	1.221	CCL1
YLR093C::BFLEX	1.223	NYV1
YFR050C::BFLEX	1.227	PRE4
YER188C-A::BFLEX	1.232	
YLR157C-C::BFLEX	1.232	
YDR404C::BFLEX	1.243	RPB7
YOL159C::BFLEX	1.256	YOL159C
YPL112C::BFLEX	1.264	PEX25
YOL035C::BFLEX	1.266	YOL035C
YOL162W::BFLEX	1.27	YOL162W
YNL052W::BFLEX	1.292	COX5A
YDR454C::BFLEX	1.301	GUK1
YNL272C::BFLEX	1.311	SEC2
YBR182C-A::BFLEX	1.315	
YJL121C::BFLEX	1.316	RPE1
YCL012C::BFLEX	1.316	
YLR368W::BFLEX	1.32	MDM30
YNL214W::BFLEX	1.322	PEX17
YOL013W-B::BFLEX	1.322	
YER076C::BFLEX	1.324	
YKL219W::BFLEX	1.328	
YDR300C::BFLEX	1.331	PRO1
YGR035W-A::BFLEX	1.342	
YAR071W::BFLEX	1.345	
YBR264C::BFLEX	1.351	YPT10
YIR017C::BFLEX	1.359	MET28
YGL078C::BFLEX	1.363	DBP3
YGL067W::BFLEX	1.364	NPY1
YDR258C::BFLEX	1.367	HSP78
YDR175C::BFLEX	1.371	RSM24
YNL291C::BFLEX	1.372	MID1
YER187W::BFLEX	1.386	YER187W
YBL008W-A::BFLEX	1.389	
YPR036W-A::BFLEX	1.411	
YGR242W::BFLEX	1.416	YGR242W
YHR168W::BFLEX	1.417	MTG2
YPR088C::BFLEX	1.422	SRP54
YOR244W::BFLEX	1.448	ESA1
YMR055C::BFLEX	1.456	BUB2
YJR046W::BFLEX	1.466	TAH11
YNR075W::BFLEX	1.468	COS10
YKR025W::BFLEX	1.468	RPC37
YOR317W::BFLEX	1.483	FAA1
YPL127C::BFLEX	1.505	HHO1
YJL046W::BFLEX	1.507	YJL046W
YLR254C::BFLEX	1.533	NDL1
YMR168C::BFLEX	1.535	CEP3
YDR317W::BFLEX	1.535	HIM1
YKR047W::BFLEX	1.544	YKR047W
YAL064W::BFLEX	1.544	
YCL009C::BFLEX	1.555	ILV6
YDR079C-A::BFLEX	1.568	
YLR044C::BFLEX	1.608	PDC1
YFR054C::BFLEX	1.622	YFR054C
YDR481C::BFLEX	1.632	PHO8
YDR451C::BFLEX	1.649	YHP1
YER140W::BFLEX	1.665	YER140W
YKL080W::BFLEX	1.684	VMA5
YKL207W::BFLEX	1.687	YKL207W
YNR063W::BFLEX	1.695	YNR063W
YDR267C::BFLEX	1.707	CIA1
YMR315W::BFLEX	1.711	YMR315W
YBL107W-A::BFLEX	1.8	
YMR091C::BFLEX	1.841	NPL6
YGL077C::BFLEX	1.853	HNM1
YLR255C::BFLEX	1.855	YLR255C
YKL202W::BFLEX	1.892	YKL202W
YDR198C::BFLEX	1.909	RKM2
YLR366W::BFLEX	1.941	YLR366W
YER170W::BFLEX	1.996	ADK2
YFL020C::BFLEX	2.034	PAU5
YBR196C-B::BFLEX	2.276	
YNL024C::BFLEX	2.332	YNL024C
YLR130C::BFLEX	2.767	ZRT2
