#Table S10- Log2 ratio (Gal versus Glu) of all genes on the b-FLEX at 20generations of growth.		
Probe ID	Log2 Ratio (20Gen)	gene
YOR176W::BFLEX	-0.026	HEM15
YCR004C::BFLEX	-0.026	YCP4
YNL010W::BFLEX	-0.026	YNL010W
YOL014W::BFLEX	-0.026	YOL014W
YML035C::BFLEX	-0.025	AMD1
YKL013C::BFLEX	-0.025	ARC19
YJL031C::BFLEX	-0.025	BET4
YJR076C::BFLEX	-0.025	CDC11
YAL039C::BFLEX	-0.024	CYC3
YIL066C::BFLEX	-0.024	RNR3
YLR158C::BFLEX	-0.024	
YPL189W::BFLEX	-0.023	GUP2
YMR240C::BFLEX	-0.022	CUS1
YGR289C::BFLEX	-0.022	MAL11
YMR194W::BFLEX	-0.022	RPL36A
YDL183C::BFLEX	-0.022	YDL183C
YOL090W::BFLEX	-0.021	MSH2
YPR043W::BFLEX	-0.021	RPL43A
YPL020C::BFLEX	-0.021	ULP1
YOR084W::BFLEX	-0.021	YOR084W
YPL031C::BFLEX	-0.02	PHO85
YBR163W::BFLEX	-0.019	DEM1
YDR368W::BFLEX	-0.019	YPR1
YAL062W::BFLEX	-0.018	GDH3
YHR040W::BFLEX	-0.017	BCD1
YBR245C::BFLEX	-0.016	ISW1
YNL239W::BFLEX	-0.016	LAP3
YPR154W::BFLEX	-0.016	PIN3
YCR028C-A::BFLEX	-0.016	RIM1
YOR001W::BFLEX	-0.016	RRP6
YLL029W::BFLEX	-0.016	YLL029W
YBR089C-A::BFLEX	-0.016	
YBR009C::BFLEX	-0.015	HHF1
YDR033W::BFLEX	-0.015	MRH1
YBR253W::BFLEX	-0.015	SRB6
YBR241C::BFLEX	-0.015	YBR241C
YGR031W::BFLEX	-0.015	YGR031W
YIL083C::BFLEX	-0.015	YIL083C
YOL138C::BFLEX	-0.015	YOL138C
YNL219C::BFLEX	-0.014	ALG9
YKL046C::BFLEX	-0.014	DCW1
YMR062C::BFLEX	-0.014	ECM40
YNL020C::BFLEX	-0.013	ARK1
YKL104C::BFLEX	-0.013	GFA1
YLR091W::BFLEX	-0.013	YLR091W
YNR027W::BFLEX	-0.012	BUD17
YGL002W::BFLEX	-0.012	ERP6
YJR040W::BFLEX	-0.012	GEF1
YNL030W::BFLEX	-0.012	HHF2
YGL086W::BFLEX	-0.012	MAD1
YOL064C::BFLEX	-0.012	MET22
YDL064W::BFLEX	-0.012	UBC9
YDL146W::BFLEX	-0.011	LDB17
YJL140W::BFLEX	-0.011	RPB4
YER126C::BFLEX	-0.01	NSA2
YMR182C::BFLEX	-0.01	RGM1
YDR478W::BFLEX	-0.01	SNM1
YLL005C::BFLEX	-0.01	SPO75
YLR040C::BFLEX	-0.01	YLR040C
YOR036W::BFLEX	-0.009	PEP12
YHR022C::BFLEX	-0.009	YHR022C
YNR055C::BFLEX	-0.008	HOL1
YML068W::BFLEX	-0.008	ITT1
YJL041W::BFLEX	-0.008	NSP1
YBR188C::BFLEX	-0.008	NTC20
YGL252C::BFLEX	-0.008	RTG2
YML058W::BFLEX	-0.008	SML1
YMR170C::BFLEX	-0.007	ALD2
YLR133W::BFLEX	-0.007	CKI1
YPR131C::BFLEX	-0.007	NAT3
YCL016C::BFLEX	-0.005	DCC1
YDR236C::BFLEX	-0.005	FMN1
YHR143W-A::BFLEX	-0.005	RPC10
YBR016W::BFLEX	-0.005	YBR016W
YGR124W::BFLEX	-0.004	ASN2
YGL251C::BFLEX	-0.004	HFM1
YMR023C::BFLEX	-0.004	MSS1
YOR381W-A::BFLEX	-0.004	
YFL009W::BFLEX	-0.003	CDC4
YNL328C::BFLEX	-0.003	MDJ2
YDR297W::BFLEX	-0.003	SUR2
YDR260C::BFLEX	-0.003	SWM1
YGR040W::BFLEX	-0.002	KSS1
YDR322W::BFLEX	-0.002	MRPL35
YNL279W::BFLEX	-0.002	PRM1
YMR048W::BFLEX	-0.001	CSM3
YML074C::BFLEX	-0.001	FPR3
YPR198W::BFLEX	-0.001	SGE1
YDR506C::BFLEX	-0.001	YDR506C
YPL271W::BFLEX	0	ATP15
YOR100C::BFLEX	0	CRC1
YNL258C::BFLEX	0	DSL1
YKL026C::BFLEX	0	GPX1
YLL027W::BFLEX	0	ISA1
YPL173W::BFLEX	0	MRPL40
YNL137C::BFLEX	0	NAM9
YHR179W::BFLEX	0	OYE2
YHL046C::BFLEX	0	PAU13
YLR435W::BFLEX	0	TSR2
YNL105W::BFLEX	0	YNL105W
YJR135W-A::BFLEX	0	
YLR081W::BFLEX	0.001	GAL2
YGL025C::BFLEX	0.001	PGD1
YNL079C::BFLEX	0.001	TPM1
YDL034W::BFLEX	0.001	YDL034W
YNR056C::BFLEX	0.002	BIO5
YCR102C::BFLEX	0.002	YCR102C
YLL023C::BFLEX	0.002	YLL023C
YHR044C::BFLEX	0.003	DOG1
YOL009C::BFLEX	0.003	MDM12
YMR297W::BFLEX	0.003	PRC1
YIL014C-A::BFLEX	0.003	
YIL041W::BFLEX	0.004	GVP36
YLL064C::BFLEX	0.004	
YNL159C::BFLEX	0.005	ASI2
YGR224W::BFLEX	0.005	AZR1
YBR023C::BFLEX	0.005	CHS3
YHR199C::BFLEX	0.005	FMP34
YKL138C-A::BFLEX	0.005	HSK3
YJL177W::BFLEX	0.005	RPL17B
YKL079W::BFLEX	0.005	SMY1
YMR237W::BFLEX	0.006	BCH1
YDR099W::BFLEX	0.006	BMH2
YER055C::BFLEX	0.006	HIS1
YDR296W::BFLEX	0.006	MHR1
YOR077W::BFLEX	0.006	RTS2
YDR428C::BFLEX	0.006	YDR428C
YLR419W::BFLEX	0.006	
YPL249C-A::BFLEX	0.006	
YKL167C::BFLEX	0.007	MRP49
YGR119C::BFLEX	0.007	NUP57
YBR106W::BFLEX	0.007	PHO88
YJR067C::BFLEX	0.007	YAE1
YPL080C::BFLEX	0.007	YPL080C
YDR462W::BFLEX	0.008	MRPL28
YNR009W::BFLEX	0.008	NRM1
YPL148C::BFLEX	0.008	PPT2
YPL277C::BFLEX	0.008	
YGR268C::BFLEX	0.009	HUA1
YJL117W::BFLEX	0.009	PHO86
YEL002C::BFLEX	0.009	WBP1
YLR297W::BFLEX	0.009	YLR297W
YMR326C::BFLEX	0.009	YMR326C
YNR054C::BFLEX	0.01	ESF2
YNL124W::BFLEX	0.01	NAF1
YPR113W::BFLEX	0.01	PIS1
YOR149C::BFLEX	0.01	SMP3
YFR012W-A::BFLEX	0.01	
YOR030W::BFLEX	0.011	DFG16
YDR517W::BFLEX	0.011	GRH1
YJR022W::BFLEX	0.011	LSM8
YER056C-A::BFLEX	0.011	RPL34A
YDL210W::BFLEX	0.011	UGA4
YLR100W::BFLEX	0.012	ERG27
YBR295W::BFLEX	0.012	PCA1
YLR197W::BFLEX	0.012	SIK1
YJR160C::BFLEX	0.012	
YCL039W::BFLEX	0.013	GID7
YEL011W::BFLEX	0.013	GLC3
YBR154C::BFLEX	0.013	RPB5
YER010C::BFLEX	0.013	YER010C
YHR108W::BFLEX	0.014	GGA2
YPL135W::BFLEX	0.014	ISU1
YOL120C::BFLEX	0.014	RPL18A
YBL058W::BFLEX	0.014	SHP1
YLR110C::BFLEX	0.015	CCW12
YLL061W::BFLEX	0.015	MMP1
YPR100W::BFLEX	0.015	MRPL51
YLR287C-A::BFLEX	0.015	RPS30A
YOR138C::BFLEX	0.015	RUP1
YMR146C::BFLEX	0.015	TIF34
YHR113W::BFLEX	0.015	YHR113W
YHR055C::BFLEX	0.015	
YLR159W::BFLEX	0.015	
YNL035C::BFLEX	0.016	YNL035C
YLR157C::BFLEX	0.016	
YBL080C::BFLEX	0.017	PET112
YOR265W::BFLEX	0.017	RBL2
YOR184W::BFLEX	0.017	SER1
YMR034C::BFLEX	0.017	YMR034C
YIL141W::BFLEX	0.018	YIL141W
YHR059W::BFLEX	0.019	FYV4
YDR152W::BFLEX	0.019	GIR2
YGL122C::BFLEX	0.019	NAB2
YJR112W::BFLEX	0.019	NNF1
YNL130C::BFLEX	0.02	CPT1
YDR479C::BFLEX	0.02	PEX29
YER147C::BFLEX	0.021	SCC4
YBR037C::BFLEX	0.021	SCO1
YOR141C::BFLEX	0.022	ARP8
YGR166W::BFLEX	0.022	KRE11
YDL170W::BFLEX	0.022	UGA3
YDR359C::BFLEX	0.022	VID21
YGL231C::BFLEX	0.022	YGL231C
YLR400W::BFLEX	0.022	YLR400W
YER157W::BFLEX	0.023	COG3
YGR238C::BFLEX	0.023	KEL2
YPR166C::BFLEX	0.023	MRP2
YGR293C::BFLEX	0.023	
YKL017C::BFLEX	0.024	HCS1
YOR197W::BFLEX	0.024	MCA1
YHR037W::BFLEX	0.024	PUT2
YJL185C::BFLEX	0.024	YJL185C
YJR006W::BFLEX	0.025	HYS2
YOR310C::BFLEX	0.025	NOP58
YMR077C::BFLEX	0.025	VPS20
YEL048C::BFLEX	0.025	YEL048C
YPR128C::BFLEX	0.026	ANT1
YHR188C::BFLEX	0.026	GPI16
YHL002W::BFLEX	0.026	HSE1
YOR171C::BFLEX	0.026	LCB4
YPR058W::BFLEX	0.026	YMC1
YPR039W::BFLEX	0.026	YPR039W
YJR152W::BFLEX	0.028	DAL5
YPR183W::BFLEX	0.028	DPM1
YKR039W::BFLEX	0.028	GAP1
YIR009W::BFLEX	0.028	MSL1
YDR316W::BFLEX	0.028	OMS1
YER008C::BFLEX	0.028	SEC3
YBR282W::BFLEX	0.029	MRPL27
YNL067W::BFLEX	0.029	RPL9B
YOR128C::BFLEX	0.03	ADE2
YDR184C::BFLEX	0.03	ATC1
YLR074C::BFLEX	0.03	BUD20
YPR139C::BFLEX	0.03	VPS66
YNL190W::BFLEX	0.03	YNL190W
YEL073C::BFLEX	0.03	
YML067C::BFLEX	0.031	ERV41
YAL034C::BFLEX	0.031	FUN19
YPL180W::BFLEX	0.031	TCO89
YML041C::BFLEX	0.031	VPS71
YLR042C::BFLEX	0.031	YLR042C
YMR148W::BFLEX	0.031	YMR148W
YBR302C::BFLEX	0.031	
YBR265W::BFLEX	0.032	TSC10
YBR191W::BFLEX	0.033	RPL21A
YCL010C::BFLEX	0.033	SGF29
YNL158W::BFLEX	0.034	PGA1
YGL209W::BFLEX	0.035	MIG2
YBL030C::BFLEX	0.035	PET9
YNR006W::BFLEX	0.035	VPS27
YNR018W::BFLEX	0.035	YNR018W
YFR003C::BFLEX	0.035	YPI1
YIL172C::BFLEX	0.035	
YCR002C::BFLEX	0.036	CDC10
YDR092W::BFLEX	0.036	UBC13
YLL012W::BFLEX	0.036	YEH1
YML017W::BFLEX	0.037	PSP2
YAR027W::BFLEX	0.037	UIP3
YJR102C::BFLEX	0.037	VPS25
YOL097C::BFLEX	0.037	WRS1
YEL059C-A::BFLEX	0.037	
YMR213W::BFLEX	0.038	CEF1
YPR129W::BFLEX	0.038	SCD6
YDL175C::BFLEX	0.039	AIR2
YML071C::BFLEX	0.039	COG8
YOR016C::BFLEX	0.04	ERP4
YOL147C::BFLEX	0.04	PEX11
YGL063W::BFLEX	0.04	PUS2
YDL097C::BFLEX	0.04	RPN6
YLR262C-A::BFLEX	0.04	TMA7
YIL156W::BFLEX	0.04	UBP7
YML053C::BFLEX	0.04	YML053C
YDL004W::BFLEX	0.041	ATP16
YDR168W::BFLEX	0.041	CDC37
YDR403W::BFLEX	0.041	DIT1
YDL154W::BFLEX	0.041	MSH5
YIL093C::BFLEX	0.041	RSM25
YCR084C::BFLEX	0.041	TUP1
YCR076C::BFLEX	0.041	YCR076C
YIL043C::BFLEX	0.042	CBR1
YHL016C::BFLEX	0.042	DUR3
YML080W::BFLEX	0.042	DUS1
YJR131W::BFLEX	0.042	MNS1
YBR146W::BFLEX	0.042	MRPS9
YPL192C::BFLEX	0.042	PRM3
YBR254C::BFLEX	0.042	TRS20
YCR039C::BFLEX	0.042	
YMR076C::BFLEX	0.043	PDS5
YDR013W::BFLEX	0.043	PSF1
YDR333C::BFLEX	0.043	YDR333C
YPR203W::BFLEX	0.043	
YBR109C::BFLEX	0.044	CMD1
YDR032C::BFLEX	0.044	PST2
YGR214W::BFLEX	0.045	RPS0A
YPR201W::BFLEX	0.046	ARR3
YMR070W::BFLEX	0.046	MOT3
YJL084C::BFLEX	0.046	YJL084C
YNL280C::BFLEX	0.047	ERG24
YJL161W::BFLEX	0.047	FMP33
YJL003W::BFLEX	0.048	COX16
YOR046C::BFLEX	0.048	DBP5
YAL068C::BFLEX	0.048	PAU8
YPR036W::BFLEX	0.048	VMA13
YOR268C::BFLEX	0.048	YOR268C
YLR094C::BFLEX	0.049	GIS3
YLL062C::BFLEX	0.049	MHT1
YBL102W::BFLEX	0.049	SFT2
YPR086W::BFLEX	0.049	SUA7
YDR145W::BFLEX	0.049	TAF12
YOL128C::BFLEX	0.049	YGK3
YER007W::BFLEX	0.05	PAC2
YMR305C::BFLEX	0.05	SCW10
YAR008W::BFLEX	0.05	SEN34
YPR028W::BFLEX	0.05	YOP1
YER019C-A::BFLEX	0.051	SBH2
YGR009C::BFLEX	0.051	SEC9
YNL246W::BFLEX	0.051	VPS75
YOR262W::BFLEX	0.051	YOR262W
YDL113C::BFLEX	0.052	ATG20
YGL027C::BFLEX	0.052	CWH41
YOL149W::BFLEX	0.052	DCP1
YKR058W::BFLEX	0.052	GLG1
YDR072C::BFLEX	0.052	IPT1
YPL171C::BFLEX	0.052	OYE3
YOR151C::BFLEX	0.052	RPB2
YMR270C::BFLEX	0.052	RRN9
YAR073W::BFLEX	0.052	
YKL164C::BFLEX	0.053	PIR1
YGR075C::BFLEX	0.053	PRP38
YGL161C::BFLEX	0.053	YIP5
YLR194C::BFLEX	0.053	YLR194C
YNL176C::BFLEX	0.053	YNL176C
YPL078C::BFLEX	0.054	ATP4
YFL053W::BFLEX	0.054	DAK2
YKL172W::BFLEX	0.054	EBP2
YER127W::BFLEX	0.054	LCP5
YNL028W::BFLEX	0.054	YNL028W
YOR020W-A::BFLEX	0.054	
YDR294C::BFLEX	0.055	DPL1
YOR381W::BFLEX	0.055	FRE3
YKL201C::BFLEX	0.055	MNN4
YLR137W::BFLEX	0.055	YLR137W
YPR098C::BFLEX	0.055	YPR098C
YNL275W::BFLEX	0.056	BOR1
YLR246W::BFLEX	0.056	ERF2
YNR011C::BFLEX	0.056	PRP2
YLR316C::BFLEX	0.056	TAD3
YOR335C::BFLEX	0.057	ALA1
YOR236W::BFLEX	0.058	DFR1
YDR121W::BFLEX	0.058	DPB4
YDL200C::BFLEX	0.058	MGT1
YMR024W::BFLEX	0.058	MRPL3
YBR257W::BFLEX	0.058	POP4
YDR330W::BFLEX	0.058	UBX5
YBR261C::BFLEX	0.058	YBR261C
YDR049W::BFLEX	0.058	YDR049W
YGR196C::BFLEX	0.059	FYV8
YHR005C::BFLEX	0.059	GPA1
YDR057W::BFLEX	0.059	YOS9
YPL206C::BFLEX	0.059	YPL206C
YLR307C-A::BFLEX	0.059	
YDL184C::BFLEX	0.06	RPL41A
YNL205C::BFLEX	0.06	YNL205C
YDL002C::BFLEX	0.061	NHP10
YKL197C::BFLEX	0.061	PEX1
YBR201W::BFLEX	0.062	DER1
YDR097C::BFLEX	0.062	MSH6
YJL108C::BFLEX	0.062	PRM10
YDR080W::BFLEX	0.062	VPS41
YOR133W::BFLEX	0.063	EFT1
YEL016C::BFLEX	0.063	NPP2
YIL118W::BFLEX	0.063	RHO3
YLR070C::BFLEX	0.063	XYL2
YDR029W::BFLEX	0.063	YDR029W
YKL214C::BFLEX	0.063	YRA2
YFL034C-B::BFLEX	0.063	
YNL019C::BFLEX	0.063	
YBL043W::BFLEX	0.064	ECM13
YER060W::BFLEX	0.064	FCY21
YML107C::BFLEX	0.064	PML39
YMR053C::BFLEX	0.064	STB2
YPL239W::BFLEX	0.064	YAR1
YLL053C::BFLEX	0.064	YLL053C
YPL220W::BFLEX	0.065	RPL1A
YBL096C::BFLEX	0.065	YBL096C
YFL041W-A::BFLEX	0.065	
YGR101W::BFLEX	0.066	PCP1
YOR022C::BFLEX	0.066	YOR022C
YIL155C::BFLEX	0.067	GUT2
YDL230W::BFLEX	0.067	PTP1
YPL122C::BFLEX	0.067	TFB2
YNR071C::BFLEX	0.067	YNR071C
YDR483W::BFLEX	0.068	KRE2
YHL014C::BFLEX	0.068	YLF2
YNR074C::BFLEX	0.069	AIF1
YDL096C::BFLEX	0.069	OPI6
YPL143W::BFLEX	0.069	RPL33A
YKL212W::BFLEX	0.07	SAC1
YNL066W::BFLEX	0.07	SUN4
YGL176C::BFLEX	0.07	YGL176C
YKR077W::BFLEX	0.07	YKR077W
YIR028W::BFLEX	0.071	DAL4
YNL071W::BFLEX	0.071	LAT1
YPR143W::BFLEX	0.071	RRP15
YGL113W::BFLEX	0.071	SLD3
YLR025W::BFLEX	0.071	SNF7
YDR086C::BFLEX	0.071	SSS1
YER090W::BFLEX	0.071	TRP2
YJR003C::BFLEX	0.071	YJR003C
YPR063C::BFLEX	0.071	YPR063C
YPR116W::BFLEX	0.071	YPR116W
YLR155C::BFLEX	0.071	
YGR084C::BFLEX	0.072	MRP13
YGR283C::BFLEX	0.072	YGR283C
YAL037C-A::BFLEX	0.072	
YGL198W::BFLEX	0.073	YIP4
YGL212W::BFLEX	0.074	VAM7
YGL259W::BFLEX	0.074	YPS5
YNR010W::BFLEX	0.075	CSE2
YLR343W::BFLEX	0.075	GAS2
YBL073W::BFLEX	0.075	YBL073W
YNL022C::BFLEX	0.075	YNL022C
YNL220W::BFLEX	0.076	ADE12
YGR080W::BFLEX	0.076	TWF1
YLR445W::BFLEX	0.076	YLR445W
YHR027C::BFLEX	0.076	
YDR148C::BFLEX	0.077	KGD2
YML011C::BFLEX	0.077	RAD33
YMR313C::BFLEX	0.077	TGL3
YBR085W::BFLEX	0.078	AAC3
YDR284C::BFLEX	0.078	DPP1
YLR214W::BFLEX	0.078	FRE1
YDR465C::BFLEX	0.078	RMT2
YDR354W::BFLEX	0.078	TRP4
YMR031W-A::BFLEX	0.078	YMR031W-A
YML051W::BFLEX	0.079	GAL80
YDR358W::BFLEX	0.079	GGA1
YMR110C::BFLEX	0.079	HFD1
YOL038W::BFLEX	0.079	PRE6
YDR529C::BFLEX	0.079	QCR7
YOR296W::BFLEX	0.079	YOR296W
YDL236W::BFLEX	0.08	PHO13
YBR218C::BFLEX	0.08	PYC2
YDL159W::BFLEX	0.08	STE7
YIL144W::BFLEX	0.08	TID3
YGL225W::BFLEX	0.08	VRG4
YJR114W::BFLEX	0.08	
YPL051W::BFLEX	0.081	ARL3
YNL245C::BFLEX	0.081	CWC25
YKL009W::BFLEX	0.081	MRT4
YKR003W::BFLEX	0.081	OSH6
YJR153W::BFLEX	0.081	PGU1
YGL103W::BFLEX	0.081	RPL28
YHR069C::BFLEX	0.081	RRP4
YLR465C::BFLEX	0.081	
YPR031W::BFLEX	0.082	NTO1
YDR070C::BFLEX	0.083	FMP16
YFR001W::BFLEX	0.083	LOC1
YGR229C::BFLEX	0.083	SMI1
YGL115W::BFLEX	0.083	SNF4
YGR146C::BFLEX	0.083	YGR146C
YBL082C::BFLEX	0.084	ALG3
YGL039W::BFLEX	0.084	YGL039W
YMR134W::BFLEX	0.084	YMR134W
YKR037C::BFLEX	0.085	SPC34
YGL112C::BFLEX	0.085	TAF6
YJR133W::BFLEX	0.085	XPT1
YMR029C::BFLEX	0.086	FAR8
YJL126W::BFLEX	0.086	NIT2
YDR443C::BFLEX	0.086	SSN2
YDR541C::BFLEX	0.086	YDR541C
YPR167C::BFLEX	0.087	MET16
YNL223W::BFLEX	0.088	ATG4
YAL001C::BFLEX	0.089	TFC3
YGR182C::BFLEX	0.089	YGR182C
YKL107W::BFLEX	0.089	YKL107W
YHR149C::BFLEX	0.089	
YPL266W::BFLEX	0.09	DIM1
YJL033W::BFLEX	0.09	HCA4
YGL123W::BFLEX	0.09	RPS2
YDL052C::BFLEX	0.09	SLC1
YGL156W::BFLEX	0.091	AMS1
YPL098C::BFLEX	0.091	MGR2
YEL050C::BFLEX	0.091	RML2
YPL160W::BFLEX	0.092	CDC60
YMR211W::BFLEX	0.092	DML1
YBL032W::BFLEX	0.092	HEK2
YOL044W::BFLEX	0.092	PEX15
YJL048C::BFLEX	0.092	UBX6
YBR062C::BFLEX	0.093	YBR062C
YCL026C-B::BFLEX	0.093	
YLR069C::BFLEX	0.094	MEF1
YLR406C::BFLEX	0.094	RPL31B
YPR107C::BFLEX	0.095	YTH1
YJR101W::BFLEX	0.095	
YEL003W::BFLEX	0.096	GIM4
YIR037W::BFLEX	0.096	HYR1
YBR028C::BFLEX	0.096	YBR028C
YGL059W::BFLEX	0.096	YGL059W
YJR148W::BFLEX	0.097	BAT2
YHR094C::BFLEX	0.097	HXT1
YDR253C::BFLEX	0.097	MET32
YKR083C::BFLEX	0.098	DAD2
YDL066W::BFLEX	0.098	IDP1
YBR014C::BFLEX	0.098	YBR014C
YNL290W::BFLEX	0.099	RFC3
YFR042W::BFLEX	0.099	YFR042W
YKL177W::BFLEX	0.099	YKL177W
YCL073C::BFLEX	0.099	
YJL158C::BFLEX	0.1	CIS3
YPR047W::BFLEX	0.1	MSF1
YPR153W::BFLEX	0.1	YPR153W
YDR173C::BFLEX	0.101	ARG82
YOR232W::BFLEX	0.101	MGE1
YNL178W::BFLEX	0.101	RPS3
YDR525W::BFLEX	0.102	API2
YLR286C::BFLEX	0.102	CTS1
YJL174W::BFLEX	0.102	KRE9
YGL131C::BFLEX	0.102	SNT2
YCL045C::BFLEX	0.102	YCL045C
Q0085::BFLEX	0.102	
YMR242W-A::BFLEX	0.103	
YDR204W::BFLEX	0.104	COQ4
YCR069W::BFLEX	0.104	CPR4
YOL003C::BFLEX	0.104	PFA4
YDR447C::BFLEX	0.104	RPS17B
YDR486C::BFLEX	0.104	VPS60
YEL004W::BFLEX	0.104	YEA4
YKL187C::BFLEX	0.104	YKL187C
YMR004W::BFLEX	0.106	MVP1
YOL031C::BFLEX	0.106	SIL1
YFR032C-B::BFLEX	0.106	
YPR185W::BFLEX	0.107	ATG13
YHR110W::BFLEX	0.107	ERP5
YPL015C::BFLEX	0.107	HST2
YOR126C::BFLEX	0.107	IAH1
YNL329C::BFLEX	0.107	PEX6
YDR174W::BFLEX	0.108	HMO1
YBL081W::BFLEX	0.108	YBL081W
YBL112C::BFLEX	0.108	
YMR132C::BFLEX	0.109	JLP2
YPL203W::BFLEX	0.109	TPK2
YPL108W::BFLEX	0.109	YPL108W
YGL223C::BFLEX	0.11	COG1
YOR147W::BFLEX	0.11	MDM32
YNL015W::BFLEX	0.11	PBI2
YMR061W::BFLEX	0.11	RNA14
YJR011C::BFLEX	0.11	YJR011C
YPL103C::BFLEX	0.111	FMP30
YER026C::BFLEX	0.111	
YGR062C::BFLEX	0.112	COX18
YDR225W::BFLEX	0.112	HTA1
YIR003W::BFLEX	0.112	YIR003W
YML020W::BFLEX	0.112	YML020W
YCL021W-A::BFLEX	0.112	
YBL098W::BFLEX	0.113	BNA4
YPL027W::BFLEX	0.113	SMA1
YAL066W::BFLEX	0.113	YAL066W
YCR087C-A::BFLEX	0.113	YCR087C-A
YNL018C::BFLEX	0.113	YNL018C
YPL278C::BFLEX	0.113	
YML099C::BFLEX	0.114	ARG81
YNL199C::BFLEX	0.114	GCR2
YLR102C::BFLEX	0.116	APC9
YGL239C::BFLEX	0.116	YGL239C
YKL091C::BFLEX	0.116	YKL091C
YLR408C::BFLEX	0.116	YLR408C
YPL175W::BFLEX	0.117	SPT14
Q0160::BFLEX	0.117	
YGL148W::BFLEX	0.118	ARO2
YMR281W::BFLEX	0.118	GPI12
YMR204C::BFLEX	0.118	INP1
YNL142W::BFLEX	0.118	MEP2
YCR051W::BFLEX	0.118	YCR051W
YEL071W::BFLEX	0.119	DLD3
YBR279W::BFLEX	0.119	PAF1
YML083C::BFLEX	0.119	YML083C
YMR102C::BFLEX	0.119	YMR102C
YPR016C::BFLEX	0.12	TIF6
YKR074W::BFLEX	0.12	YKR074W
YLR156W::BFLEX	0.12	
YMR217W::BFLEX	0.121	GUA1
YHR038W::BFLEX	0.121	RRF1
YKR094C::BFLEX	0.122	RPL40B
YGR215W::BFLEX	0.122	RSM27
YLR146C::BFLEX	0.122	SPE4
YOL092W::BFLEX	0.122	YOL092W
YLR431C::BFLEX	0.123	ATG23
YML026C::BFLEX	0.123	RPS18B
YJR096W::BFLEX	0.123	YJR096W
YDL137W::BFLEX	0.124	ARF2
YIL112W::BFLEX	0.124	HOS4
YLR150W::BFLEX	0.124	STM1
YBR220C::BFLEX	0.124	YBR220C
YBR130C::BFLEX	0.125	SHE3
YDL141W::BFLEX	0.126	BPL1
YPR075C::BFLEX	0.126	OPY2
YGL119W::BFLEX	0.126	
YHR144C::BFLEX	0.126	
YHR183W::BFLEX	0.127	GND1
YDR171W::BFLEX	0.127	HSP42
YLR156C-A::BFLEX	0.127	
YLR216C::BFLEX	0.128	CPR6
YIL042C::BFLEX	0.128	PKP1
YNL155W::BFLEX	0.128	YNL155W
YNR040W::BFLEX	0.128	YNR040W
YDR163W::BFLEX	0.129	CWC15
YDL152W::BFLEX	0.129	YDL152W
YOL029C::BFLEX	0.129	YOL029C
YIL063C::BFLEX	0.129	YRB2
YDR263C::BFLEX	0.13	DIN7
YLR023C::BFLEX	0.13	IZH3
YLR324W::BFLEX	0.13	PEX30
YLR412W::BFLEX	0.13	YLR412W
YLR462W::BFLEX	0.13	
YDR235W::BFLEX	0.131	PRP42
YLR376C::BFLEX	0.131	PSY3
YJR089W::BFLEX	0.132	
YLR267W::BFLEX	0.133	BOP2
YPL178W::BFLEX	0.133	CBC2
YDL150W::BFLEX	0.133	RPC53
YOL047C::BFLEX	0.133	YOL047C
YIL106W::BFLEX	0.134	MOB1
YFL040W::BFLEX	0.134	YFL040W
YML063W::BFLEX	0.135	RPS1B
YPR109W::BFLEX	0.135	YPR109W
YCR106W::BFLEX	0.136	RDS1
YGL146C::BFLEX	0.136	YGL146C
YGR106C::BFLEX	0.136	YGR106C
YIL110W::BFLEX	0.137	MNI1
YLR134W::BFLEX	0.137	PDC5
YML095C::BFLEX	0.137	RAD10
YJL037W::BFLEX	0.137	YJL037W
YDR487C::BFLEX	0.138	RIB3
YEL010W::BFLEX	0.138	YEL010W
YGR035C::BFLEX	0.139	YGR035C
YKL075C::BFLEX	0.139	YKL075C
YLR154C-H::BFLEX	0.139	
YBR187W::BFLEX	0.14	YBR187W
YML013C-A::BFLEX	0.14	YML012C-A
YDL201W::BFLEX	0.141	TRM8
YMR074C::BFLEX	0.141	YMR074C
YPL281C::BFLEX	0.141	
YDR069C::BFLEX	0.142	DOA4
YNR017W::BFLEX	0.142	MAS6
YIL152W::BFLEX	0.142	YIL152W
YOL086W-A::BFLEX	0.142	
YJR017C::BFLEX	0.143	ESS1
YJR147W::BFLEX	0.143	HMS2
YIL089W::BFLEX	0.143	YIL089W
YIR007W::BFLEX	0.143	YIR007W
YBR047W::BFLEX	0.144	FMP23
YKL159C::BFLEX	0.144	RCN1
YOR091W::BFLEX	0.144	TMA46
YER130C::BFLEX	0.144	YER130C
YEL028W::BFLEX	0.146	YEL028W
YHL012W::BFLEX	0.146	YHL012W
YOR072W-B::BFLEX	0.146	
YGL007W::BFLEX	0.147	YGL007W
YFL010W-A::BFLEX	0.148	AUA1
YCR086W::BFLEX	0.148	CSM1
YML024W::BFLEX	0.148	RPS17A
YGR049W::BFLEX	0.148	SCM4
YBR013C::BFLEX	0.148	YBR013C
YPL229W::BFLEX	0.148	YPL229W
YIL134C-A::BFLEX	0.148	
YFR038W::BFLEX	0.149	IRC5
YGR204W::BFLEX	0.15	ADE3
YDR518W::BFLEX	0.15	EUG1
YNL256W::BFLEX	0.15	FOL1
YOR346W::BFLEX	0.15	REV1
YNL234W::BFLEX	0.15	YNL234W
